#,Time,%Passes,Change,Test,Pass,Partial,Fail,Untested,SessionNumber,SessionRunNumber,IsSuite,SuiteTests,PrerequisiteTests,ExtraCreditTests,TestScores,FailFromPreReq,
222,Mon Jun 21 21:40:06 EDT 2021,92,0,A4Style,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,5,true,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4Encapsulation A4InterfaceAsType A4MnemonicNames A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4PublicMethodsOverride A4SimplifyBooleanExpressions A4SimplifyBooleanReturns ,,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4NonPublicAccessModifiersMatched ,A4CommonPropertiesAreInherited-(1.6/2.0) A4CommonSignaturesAreInherited-(0.8/2.0) A4Encapsulation-(3.0/3.0) A4InterfaceAsType-(7.0/7.0) A4MnemonicNames-(4.4/5.0) A4NamedConstants-(3.0/3.0) A4NamingConventions-(2.0/2.0) A4NoHiddenFields-(1.0/1.0) A4NoStarImports-(1.0/1.0) A4NonPublicAccessModifiersMatched-(5.0/5.0) A4PackageDeclarations-(2.0/2.0) A4PublicMethodsOverride-(4.8/5.0) A4SimplifyBooleanExpressions-(1.0/1.0) A4SimplifyBooleanReturns-(1.0/1.0) ,,
223,Mon Jun 21 21:40:13 EDT 2021,92,0,AbstractClasses,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,6,true,AbstractBoundedShape AbstractLocatable TaggedBoundedShape TaggedLocatable ,,,AbstractBoundedShape-(3.0/3.0) AbstractLocatable-(3.0/3.0) TaggedBoundedShape-(0.0/0.0) TaggedLocatable-(0.0/0.0) ,,
224,Mon Jun 21 21:40:15 EDT 2021,92,0,Exceptions,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,7,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
225,Mon Jun 21 21:40:20 EDT 2021,92,0,SceneControllerButtons,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,91,8,true,BridgeSceneSingletonFromFactory SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory ,,,BridgeSceneSingletonFromFactory-(2.0/2.0) SceneControllerApproachButtonProperty-(2.0/2.0) SceneControllerButtonDynamics-(24.0/24.0) SceneControllerCallsApproach-(2.0/2.0) SceneControllerCallsFailed-(2.0/2.0) SceneControllerCallsPassed-(2.0/2.0) SceneControllerCallsSay-(2.0/2.0) SceneControllerCallsSetEnabled-(2.0/2.0) SceneControllerISAPropertyChangeListener-(2.0/2.0) SceneControllerISAnActionListener-(2.0/2.0) SceneControllerPassedButtonProperty-(2.0/2.0) SceneControllerRegistersAsActionListener-(2.0/2.0) SceneControllerRegistersAsPropertyChangeListener-(2.0/2.0) SceneControllerSayButtonProperty-(2.0/2.0) SceneControllerSingletonFromFactory-(2.0/2.0) ,,
226,Mon Jun 21 22:17:14 EDT 2021,92,0,CoordinatedAnimation,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,92,0,true,BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory LockstepAvatars WaitingAvatars ,,,BroadcastingClearanceManagerFactoryMethodDefined-(2.0/2.0) BroadcastingClearanceManagerSingletonFromFactory-(2.0/2.0) LockstepAvatars-(30.0/30.0) WaitingAvatars-(30.0/30.0) ,,
227,Mon Jun 21 22:17:32 EDT 2021,92,0,SyncAnimation,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,92,1,true,SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation ,,,SyncArthurAnimation-(12.5/12.5) SyncGalahadAnimation-(12.5/12.5) SyncLancelotAnimation-(12.5/12.5) SyncRobinAnimation-(12.5/12.5) ,,
228,Mon Jun 21 22:17:35 EDT 2021,92,0,AsyncAnimation,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,92,2,true,AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation ,,,AsyncArthurAnimation-(12.5/12.5) AsyncGalahadAnimation-(12.5/12.5) AsyncLancelotAnimation-(12.5/12.5) AsyncRobinAnimation-(12.5/12.5) ,,
229,Mon Jun 21 22:17:40 EDT 2021,92,0,SceneControllerButtons,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,92,3,true,BridgeSceneSingletonFromFactory SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory ,AssertingBridgeSceneDynamics TaggedLocatable ,,BridgeSceneSingletonFromFactory-(2.0/2.0) SceneControllerApproachButtonProperty-(2.0/2.0) SceneControllerButtonDynamics-(24.0/24.0) SceneControllerCallsApproach-(2.0/2.0) SceneControllerCallsFailed-(2.0/2.0) SceneControllerCallsPassed-(2.0/2.0) SceneControllerCallsSay-(2.0/2.0) SceneControllerCallsSetEnabled-(2.0/2.0) SceneControllerISAPropertyChangeListener-(2.0/2.0) SceneControllerISAnActionListener-(2.0/2.0) SceneControllerPassedButtonProperty-(2.0/2.0) SceneControllerRegistersAsActionListener-(2.0/2.0) SceneControllerRegistersAsPropertyChangeListener-(2.0/2.0) SceneControllerSayButtonProperty-(2.0/2.0) SceneControllerSingletonFromFactory-(2.0/2.0) ,,
230,Mon Jun 21 22:17:42 EDT 2021,92,0,Exceptions,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,92,4,true,ArthurIsNotAContortionist CheckedImpossibleAngle TaggedImpossibleAngle TaggedLegs TaggedRestrictedLine ,,,ArthurIsNotAContortionist-(30.0/30.0) CheckedImpossibleAngle-(5.0/5.0) TaggedImpossibleAngle-(0.0/0.0) TaggedLegs-(0.0/0.0) TaggedRestrictedLine-(0.0/0.0) ,,
231,Mon Jun 21 22:17:46 EDT 2021,92,0,AbstractClasses,A4Encapsulation A4InterfaceAsType A4NamedConstants A4NamingConventions A4NoHiddenFields A4NoStarImports A4NonPublicAccessModifiersMatched A4PackageDeclarations A4SimplifyBooleanExpressions A4SimplifyBooleanReturns AbstractBoundedShape AbstractLocatable ArthurIsNotAContortionist AssertingBridgeSceneDynamics AsyncArthurAnimation AsyncGalahadAnimation AsyncLancelotAnimation AsyncRobinAnimation BridgeSceneSingletonFromFactory BroadcastingClearanceManagerFactoryMethodDefined BroadcastingClearanceManagerSingletonFromFactory CheckedImpossibleAngle LockstepAvatars SceneControllerApproachButtonProperty SceneControllerButtonDynamics SceneControllerCallsApproach SceneControllerCallsFailed SceneControllerCallsPassed SceneControllerCallsSay SceneControllerCallsSetEnabled SceneControllerISAPropertyChangeListener SceneControllerISAnActionListener SceneControllerPassedButtonProperty SceneControllerRegistersAsActionListener SceneControllerRegistersAsPropertyChangeListener SceneControllerSayButtonProperty SceneControllerSingletonFromFactory SyncArthurAnimation SyncGalahadAnimation SyncLancelotAnimation SyncRobinAnimation TaggedBoundedShape TaggedImpossibleAngle TaggedLegs TaggedLocatable TaggedRestrictedLine WaitingAvatars ,A4CommonPropertiesAreInherited A4CommonSignaturesAreInherited A4MnemonicNames A4PublicMethodsOverride , , ,92,5,true,AbstractBoundedShape AbstractLocatable TaggedBoundedShape TaggedLocatable ,,,AbstractBoundedShape-(3.0/3.0) AbstractLocatable-(3.0/3.0) TaggedBoundedShape-(0.0/0.0) TaggedLocatable-(0.0/0.0) ,,
